budget,homepage,movie_id,movie_status,popularity,release_date,release_year,revenue,runtime,tagline,title,vote_average,vote_count
0,null,15365,Released,1.82184,2008-02-22,2008,0,97,Protecting America's assets.,Witless Protection,4.0,26
10000000,null,268238,Released,17.592299,2015-02-26,2015,85978266,122,null,The Second Best Exotic Marigold Hotel,6.3,272
70000000,http://www.dorothyofozthemovie.com/,59981,Released,6.682006,2013-06-13,2013,18662027,88,There's trouble in OZ...,Legends of Oz: Dorothy's Return,5.9,43
40000000,http://www.themechanicmovie.com/,27582,Released,44.094856,2011-01-13,2011,51070807,93,Someone has to fix the problems.,The Mechanic,6.3,1045
25000000,http://thegiverfilm.com/,227156,Released,53.811462,2014-08-11,2014,66980456,94,Search for truth. Find freedom.,The Giver,6.4,1798
15000000,http://www.sonypictures.com/movies/drive/,64690,Released,49.294865,2011-08-06,2011,78054825,100,There are no clean getaways.,Drive,7.4,3725
1500000,http://www.dhentertainment.com/projects/1.my-name-bruce/,1961,Released,7.5591,2007-10-01,2007,173066,86,Fearless! Unstoppable! Ready For His Close-Up!,My Name Is Bruce,5.9,107
0,http://www.nowhereboy.co.uk/,33511,Released,1.950959,2009-12-25,2009,0,98,As a boy all John Lennon needed was love.,Nowhere Boy,7.2,244
200000000,null,62211,Released,89.18649,2013-06-20,2013,743559607,104,School never looked this scary.,Monsters University,7.0,3528
175000000,http://movies.disney.com/the-jungle-book-2016,278927,Released,94.19932,2016-04-07,2016,966550600,106,null,The Jungle Book,6.7,2892
30000000,null,12244,Released,55.8064,2009-08-19,2009,48428063,79,When our world ended their mission began.,9,6.6,1262
30000000,null,6439,Released,8.058109,2005-01-06,2005,93772522,102,Cheer 'til you're horse!,Racing Stripes,5.1,123
20000000,null,9570,Released,8.265317,1979-12-18,1979,35841901,98,A journey that begins where everything ends!,The Black Hole,6.1,131
3200000,null,43213,Released,1.034844,2009-10-10,2009,0,95,The glory days are back,Chicago Overcoat,6.1,5
0,null,134597,Released,16.361744,2012-09-21,2012,6842058,94,Every great collector has a vision.,The Collection,5.9,289
0,null,18276,Released,7.712206,2006-05-05,2006,0,91,It's time to stand up for the little guys.,Hoot,5.5,44
0,null,16428,Released,6.904734,2004-05-14,2004,0,85,When it comes to getting dumped... He wrote the book.,Breakin' All the Rules,5.8,21
0,null,91076,Released,0.111313,1998-05-21,1998,0,119,null,Illuminata,6.3,7
120000000,http://www.robocop.com,97020,Released,66.757866,2014-01-30,2014,242688965,102,We've got the future under control.,RoboCop,5.7,2342
50000000,http://www.hairspraymovie.com/,2976,Released,31.160542,2007-07-13,2007,90450008,117,When you follow your own beat, the world will follow you.,Hairspray,6.5,709
50000000,http://syrianamovie.warnerbros.com/,231,Released,16.871195,2005-11-23,2005,94000000,128,Everything is connected.,Syriana,6.3,451
25000000,http://www.conspiratorthemovie.com/,60309,Released,9.169271,2010-09-10,2010,15478800,122,One bullet killed the President. But not one man.,The Conspirator,6.2,137
16000000,http://www.theroommate-movie.com/,49950,Released,11.807269,2011-02-04,2011,40492759,91,2,000 colleges. 8 million roommates. Which one will you get?,The Roommate,5.3,224
5500000,http://www.crownintlpictures.com/dgtitles.html,33155,Released,2.141143,1980-06-06,1980,4865000,95,She's too good to be true...and too real to be otherwise.,Galaxina,3.3,16
0,http://meekscutoff.com/,57120,Released,4.749885,2010-09-05,2010,876302,104,The Road to Civilisation is Not Always Civilised,Meek's Cutoff,6.5,77
140000000,null,9016,Released,38.924137,2002-11-26,2002,109578115,95,Find your place in the universe.,Treasure Planet,7.2,948
60000000,null,37165,Released,56.488026,1998-06-04,1998,264118201,103,On the air. Unaware.,The Truman Show,7.8,4537
40000000,null,225886,Released,72.6413,2014-07-17,2014,126069509,97,A movie about a movie they don't want you to see.,Sex Tape,5.3,1695
32000000,null,3587,Released,3.379454,1996-09-06,1996,0,110,A comedy about losing your heart, finding your inner child and meeting the one friend you've always tried to avoid.,Bogus,5.4,44
25000000,null,634,Released,35.31071,2001-04-13,2001,281929795,97,Health Warning: Adopting Bridget's lifestyle could seriously damage your health.,Bridget Jones's Diary,6.5,1356
23000000,null,37137,Released,27.33256,1991-06-28,1991,86930411,85,If you see only one movie this year...you ought to get out more often,The Naked Gun 2½: The Smell of Fear,6.6,546
20000000,null,14635,Released,11.263361,2002-03-25,2002,75597042,127,Sometimes dreams come back to life.,The Rookie,6.5,110
14000000,null,11586,Released,11.543363,1977-06-17,1977,30749142,118,It's four years later... what does she remember?,Exorcist II: The Heretic,4.5,133
8900000,null,336004,Released,15.079993,2015-11-13,2015,4100000,93,Never make a bet you can't afford to lose.,Heist,5.6,318
8000000,null,225565,Released,37.821106,2014-01-29,2014,26049082,94,When you realize getting some means wanting more.,That Awkward Moment,6.1,1004
6500000,http://www.foxsearchlight.com/shame/,76025,Released,40.688427,2011-10-02,2011,17693675,100,null,Shame,7.0,875
6244087,null,576,Released,14.970654,1969-06-17,1969,638641,145,If you only want to spend two hours in a movie theatre and go home and forget it, stay away from THE WILD BUNCH.,The Wild Bunch,7.6,259
4500000,null,10339,Released,5.224593,1956-06-27,1956,10400000,116,From the immortal adventure classic...of whaling men, their ships, and the sea!,Moby Dick,6.9,89
3200000,null,805,Released,26.180367,1968-06-12,1968,33395426,136,Pray for Rosemary's Baby,Rosemary's Baby,7.5,863
1500000,http://www.roadhardmovie.com,291362,Released,0.859014,2015-03-06,2015,0,97,null,Road Hard,6.6,8
1200000,null,11219,Released,6.920873,1955-10-03,1955,7000000,99,A THRILLER with a difference!,The Trouble with Harry,6.9,149
10,null,208869,Released,9.70276,2014-04-30,2014,0,102,HUSTLE. HEIST. REPEAT.,Plastic,6.1,86
0,http://www.theperfectwave.co.za/,251979,Released,4.118612,2014-02-28,2014,0,113,null,The Perfect Wave,4.4,21
120000000,http://www.disney.com/atlantis,10865,Released,51.548588,2001-06-02,2001,186053725,95,Atlantis is waiting...,Atlantis: The Lost Empire,6.7,1224
90000000,http://www.percyjacksonthemovie.com/us/#!/home,76285,Released,40.26226,2013-08-07,2013,174578751,106,Where There Are Gods, There Are Monsters.,Percy Jackson: Sea of Monsters,5.9,1648
14000000,http://theimitationgamemovie.com/,205596,Released,145.3646,2014-11-14,2014,233555708,113,The true enigma was the man who cracked the code.,The Imitation Game,8.0,5723
12000000,http://www.projectalmanac.com/,227719,Released,32.940598,2015-01-30,2015,32248241,106,Today is better the second time around,Project Almanac,6.4,933
12000000,http://www.aquamarinemovie.com/,14191,Released,16.931847,2006-03-03,2006,23006849,104,A Fish-Out-Of-Water Comedy.,Aquamarine,5.8,364
800000,http://www.deadsnow.com,14451,Released,11.205726,2009-01-09,2009,1984662,91,Eins, Zwei, Die!,Død snø,6.1,311
0,http://www.gooddeedsmovie.com/index.html,62008,Released,4.448494,2012-02-23,2012,0,111,Wesley Deeds is About to Discover the Person He Was Meant to Be.,Good Deeds,6.2,45
68000000,null,11371,Released,22.572323,2001-07-13,2001,71069884,124,There are no partners in crime,The Score,6.7,423
24000000,null,24961,Released,2.753313,1978-10-24,1978,21049053,134,From the book that's an American tradition… from the smash-hit Broadway show… the entertainment of the year!,The Wiz,5.9,58
13000000,null,801,Released,18.362333,1987-12-23,1987,123922370,121,Time to rock it from the Delta to the DMZ!,Good Morning, Vietnam,7.1,642
8500000,null,1547,Released,24.75091,1987-07-31,1987,32222567,97,Sleep all day. Party all night. Never grow old. Never die. It's fun to be a vampire.,The Lost Boys,6.8,538
0,null,45226,Released,1.379643,1981-11-13,1981,0,100,Who says you can't take it with you?,The Pursuit of D.B. Cooper,6.8,4
0,null,10040,Released,19.99858,2005-03-11,2005,0,115,You might feel a little prick,Miss Congeniality 2: Armed and Fabulous,5.3,425
160000,null,1779,Released,3.284903,1989-09-01,1989,6706368,91,null,Roger & Me,7.4,90
0,null,289180,Released,1.045623,2014-08-28,2014,0,93,null,H.,6.5,4
250000000,http://www.thehobbit.com/,49051,Released,108.849625,2012-11-26,2012,1021103568,169,From the smallest beginnings come the greatest legends.,The Hobbit: An Unexpected Journey,7.0,8297
75000000,http://www.wb-soldier.com/,9425,Released,11.873856,1998-10-23,1998,14567883,99,Left for dead on a remote planet for obsolete machines and people, a fallen hero has one last battle to fight,Soldier,6.1,221
24000000,http://www.weinsteinco.com/#/film/idontknowhow,70868,Released,8.630825,2011-09-16,2011,30551495,89,If it were easy, men would do it too.,I Don't Know How She Does It,5.0,141
15000000,http://www.dfilmscorp.ca/,75033,Released,1.897761,2011-09-16,2011,0,107,Her courage inspired a nation.,Winnie Mandela,5.2,5
0,http://shanghaicalling.com/,126186,Released,0.857008,2012-05-03,2012,0,98,A New Yorker in Shanghai,Shanghai Calling,5.7,7
90000000,null,1572,Released,51.881077,1995-05-19,1995,366101666,128,Think fast. Look alive. Die hard.,Die Hard: With a Vengeance,6.9,2066
60000000,null,2749,Released,15.205371,2001-03-01,2001,56359980,120,America Likes to Watch,15 Minutes,5.7,191
35000000,null,943,Released,36.17218,1992-05-15,1992,321731527,118,The magic is back again!,Lethal Weapon 3,6.4,811
19000000,null,11377,Released,13.664614,1999-10-29,1999,40846082,93,Evil loves to party.,House on Haunted Hill,5.5,209
18000000,null,522,Released,24.548634,1994-09-27,1994,5887457,127,When it came to making bad movies, Ed Wood was the best.,Ed Wood,7.3,630
12000000,null,31909,Released,4.234269,1986-01-01,1986,4884663,100,Their conquest has already begun... He know they're here.,Invaders from Mars,5.5,57
7500000,null,33542,Released,17.318838,1995-01-30,1995,32392047,91,No Fear. No Stuntman. No Equal.,紅番區,6.5,240
5000000,null,11959,Released,4.070044,1989-07-21,1989,0,97,A lot of TV stations have forgotten what 'quality' means, but not Channel 62. They NEVER knew what it meant.,UHF,6.7,89
3500000,null,256740,Released,3.158056,2014-03-04,2014,0,92,The Ultimate Endgame,Wicked Blood,5.3,37
0,http://freestylereleasing.com/the-masked-saint/,370464,Released,0.909067,2016-01-08,2016,0,111,null,The Masked Saint,2.9,7
0,null,356483,Released,0.687656,2015-10-16,2015,0,89,Some things were never meant to be.,Unnatural,4.3,12
0,http://moozlumthemovie.com,66025,Released,0.414754,2011-02-11,2011,330048,95,null,Mooz-lum,4.5,3
0,null,39541,Released,0.87066,2002-03-22,2002,0,91,You saw the back-stabbing. Now see the final cut.,Stolen Summer,6.4,9
0,null,9709,Released,3.939753,2004-08-20,2004,0,86,The most dangerous thing to want is more.,My Summer of Love,6.0,59
7700000,null,283708,Released,3.363973,2014-08-30,2014,0,110,null,Loin des hommes,6.6,43
4000000,null,242575,Released,1.771584,2013-10-18,2013,0,119,null,Guten Tag, Ramón,8.1,18
0,null,18292,Released,2.058834,2000-10-01,2000,0,89,null,George Washington,6.4,36
170000000,http://marvel.com/thor,76338,Released,99.499596,2013-10-29,2013,644571402,112,Delve into the darkness,Thor: The Dark World,6.8,4755
35000000,http://northcountrymovie.warnerbros.com/,9701,Released,12.779201,2005-02-12,2005,25224242,126,All She Wanted Was To Make A Living. Instead She Made History.,North Country,6.8,125
32000000,http://www.thisistheend.com/,109414,Released,38.21708,2013-06-12,2013,126041322,107,Nothing ruins a party like the end of the world.,This Is the End,6.3,2359
25000000,http://www.bloodrayne-themovie.com/main/index.html,168705,Released,7.008216,2005-10-22,2005,2405420,95,Revenge never tasted so sweet.,BloodRayne,3.5,118
3500159,http://www2.foxsearchlight.com/benditlikebeckham/,455,Released,22.054546,2002-04-11,2002,76578641,112,Sometimes, to follow your dreams... you've got to bend the rules!,Bend It Like Beckham,6.2,578
0,https://www.facebook.com/The-Wicked-Within-266290676718514/,157422,Released,1.906151,2015-10-16,2015,0,91,Every family has its demons. The truth will possess us all.,The Wicked Within,4.2,26
110000000,null,1593,Released,48.78004,2006-10-20,2006,574480841,108,Where History Comes To Life,Night at the Museum,6.3,2862
90000000,null,4477,Released,15.350451,1997-03-12,1997,140807547,107,They come from different worlds. They fight for different causes. Now, two men from opposite sides of the law are about to go to war.,The Devil's Own,5.9,290
60000000,null,9302,Released,4.801849,1996-03-01,1996,0,119,Every Day we Have, is One More Than We Deserve.,Up Close & Personal,5.9,50
60000000,null,3512,Released,13.080725,1995-07-13,1995,104324083,100,Last time he rocked the boat. This time the sky's the limit.,Under Siege 2: Dark Territory,5.6,210
27000000,null,174,Released,16.188572,1991-12-05,1991,96900000,113,The battle for peace has begun.,Star Trek VI: The Undiscovered Country,6.7,413
25000000,null,18550,Released,2.77255,1996-07-19,1996,17193231,98,See how they run.,Fled,5.2,47
25000000,null,1934,Released,31.792965,1998-12-11,1998,289317794,122,Love is the only inspiration.,Shakespeare in Love,6.8,796
25000000,null,278,Released,136.74773,1994-09-23,1994,28341469,142,Fear can hold you prisoner. Hope can set you free.,The Shawshank Redemption,8.5,8205
7000000,null,164372,Released,5.33861,2012-10-11,2012,12400000,76,Cold can freeze your heart, love can set you free,Снежная королева,5.1,47
0,null,57294,Rumored,0.108135,2009-06-01,2009,0,93,A Bad Trip Down Memory Lane,Crying with Laughter,7.0,1
0,null,11531,Released,3.890223,2000-10-27,2000,0,90,Evil Doesn't Die.,Book of Shadows: Blair Witch 2,4.3,212
30000000,null,184346,Released,29.359201,2014-07-01,2014,0,118,null,Deliver Us from Evil,5.9,690
9000000,null,12454,Released,2.872281,2002-05-17,2002,0,128,null,All or Nothing,7.0,33
300000,null,73981,Released,0.055868,2001-09-20,2001,2074000,101,null,Ayurveda: Art of Being,5.5,3
0,null,13994,Released,4.056774,2005-09-13,2005,2945242,105,null,Romance & Cigarettes,6.0,33
0,null,9288,Released,4.901936,2005-01-01,2005,0,105,null,Dungeons & Dragons: Wrath of the Dragon God,4.8,36
237000000,http://www.avatarmovie.com/,19995,Released,150.43758,2009-12-10,2009,2787965087,162,Enter the World of Pandora.,Avatar,7.2,11800
75000000,http://www.charliewilsonswar.net/,6538,Released,18.70031,2007-12-19,2007,119000410,102,Based on a true story. You think we could make all this up?,Charlie Wilson's War,6.5,338
60000000,http://www.theterminal-themovie.com/,594,Released,57.753914,2004-06-17,2004,219417255,128,Life is waiting.,The Terminal,7.0,1910
35000000,http://horriblebossesmovie.warnerbros.com/index.html,51540,Released,50.30984,2011-07-08,2011,117000000,98,Ever wish your boss was dead?,Horrible Bosses,6.5,2277
35000000,http://disney.go.com/disneypictures/secretariat/,39486,Released,9.525037,2010-08-20,2010,60251371,123,The Impossible True Story,Secretariat,6.8,103
25000000,http://www.goodluckchuckthemovie.com/,10030,Released,21.729433,2007-09-21,2007,59192128,101,He has to break his curse before she breaks his heart.,Good Luck Chuck,5.5,444
0,http://www.thelovedonesmovie.com/,46420,Released,4.989985,2009-09-13,2009,0,84,Don't break her heart,The Loved Ones,6.6,207
210000000,null,36668,Released,3.857526,2006-05-24,2006,459359555,104,Take a Stand,X-Men: The Last Stand,6.3,3525
70000000,null,612,Released,29.035221,2005-12-22,2005,130358911,164,The world was watching in 1972 as 11 Israeli athletes were murdered at the Munich Olympics. This is the story of what happened next.,Munich,6.9,696
25000000,null,619,Released,26.576385,1992-11-25,1992,411006740,129,Never let her out of your sight. Never let your guard down. Never fall in love.,The Bodyguard,6.1,661
13000000,http://theastronautfarmermovie.warnerbros.com/,5172,Released,6.764437,2006-10-15,2006,11130889,104,null,The Astronaut Farmer,6.2,123
3850000,http://janusfilms.com/lehavre/,73532,Released,10.787322,2011-05-17,2011,0,93,null,Le Havre,6.8,97
730000,null,288,Released,18.644024,1952-03-27,1952,8000000,85,The story of a man who was too proud to run.,High Noon,7.6,334
0,null,53862,Released,0.185373,1999-05-12,1999,9016377,94,He's a legend in his own mind.,Trippin',4.5,4
1344000,null,86331,Released,20.422247,2011-09-14,2011,0,103,null,Q,4.1,140
0,null,33693,Released,0.362633,2002-09-20,2002,76901,85,null,Funny Ha Ha,6.3,8
0,null,25786,Released,4.980585,2004-11-23,2004,0,86,null,Samantha: An American Girl Holiday,4.6,9
70000000,http://www.battlela.com,44943,Released,49.199234,2011-03-08,2011,202466756,116,It's not war. It's survival.,Battle: Los Angeles,5.5,1448
60000000,http://www.meetdavemovie.com/,11260,Released,18.67629,2008-07-08,2008,50650079,90,There's a Whole Other World Going on Inside of Him.,Meet Dave,5.0,371
40000000,http://www.miramax.com/movie/sin-city/,187,Released,66.00343,2005-04-01,2005,158733820,124,Walk down the right back alley in Sin City and you can find anything...,Sin City,7.2,2691
25000000,http://www.theinfiltrator.com/,325789,Released,24.672234,2016-07-13,2016,15436808,127,The true story of one man against the biggest drug cartel in history.,The Infiltrator,6.6,573
23600000,http://www.zombieland.com/,19908,Released,57.300674,2009-10-07,2009,102391382,88,This place is so dead,Zombieland,7.2,3550
7500000,http://www.sonyclassics.com/aneducation/,24684,Released,16.990309,2009-10-29,2009,26096852,100,An education isn't always by the book.,An Education,6.8,409
2000000,http://www.noendinsightmovie.com,12901,Released,2.283796,2007-07-27,2007,1431623,102,The American Occupation of Iraq. The Inside Story From the Ultimate Insiders.,No End in Sight,7.2,23
1000000,http://www.courageousthemovie.com,72213,Released,5.961119,2011-09-30,2011,34522221,129,Honor Begins at Home.,Courageous,6.8,77
500000,http://www.fireproofthemovie.com/,14438,Released,6.093989,2008-09-26,2008,33456317,122,Never Leave Your Partner Behind.,Fireproof,7.0,100
0,http://www.thehuntingpartymovie.com/,5353,Released,8.048305,2007-09-03,2007,0,101,How can they find the world's most wanted war criminal when the C.I.A. can't? [by actually looking],The Hunting Party,6.6,96
56000000,null,62838,Released,21.219292,2011-12-08,2011,142044638,118,The one night anything is possible.,New Year's Eve,5.7,718
45000000,null,10802,Released,14.513305,1995-09-22,1995,20350754,128,Beyond your wildest dreams. Beyond your wildest fantasies.,Showgirls,4.9,256
40000000,null,1586,Released,32.908413,2004-03-12,2004,92913171,96,The most important part of a story is the ending.,Secret Window,6.4,972
37000000,null,222936,Released,29.652536,2015-05-27,2015,26250020,105,Sometimes you have to say goodbye before you can say hello.,Aloha,5.2,692
30000000,null,243,Released,23.982956,2000-03-17,2000,47126295,113,A comedy about fear of commitment, hating your job, falling in love and other pop favorites.,High Fidelity,7.0,628
25000000,null,590,Released,20.953264,2002-12-27,2002,41597830,114,The time to hide is over. The time to regret is gone. The time to live is now.,The Hours,7.0,451
24000000,null,177,Released,16.146572,1991-09-09,1991,41895491,137,A Modern Day Tale About The Search For Love, Sanity, Ethel Merman And The Holy Grail.,The Fisher King,7.2,341
13000000,http://www.ifcfilms.com/films/enter-the-void,34647,Released,20.39955,2009-05-05,2009,754249,161,null,Enter the Void,7.2,387
2900000,null,666,Released,5.928937,1998-01-16,1998,5596708,113,He was looking for the father he never knew. She was looking for a second chance.,Central do Brasil,7.6,126
0,null,53502,Released,0.249457,2010-05-13,2010,0,90,How Do You Kill Something That's Already Dead?,The Dead Undead,3.1,6
0,null,34101,Released,2.353483,1987-03-20,1987,0,78,Bobby Taylor was on his way to becoming a star, when a funny thing happened...,Hollywood Shuffle,5.7,19
0,null,27404,Released,0.68822,2005-03-04,2005,0,80,The lowbrow comedy for the highbrow crowd.,My Big Fat Independent Movie,3.0,5
0,http://www.anglickykral.cz/,12555,Released,2.387463,2006-12-19,2006,0,120,null,Obsluhoval jsem anglického krále,7.0,22
7000000,null,24985,Released,1.498245,2002-01-01,2002,0,96,null,The Heart of Me,7.7,5
0,null,354624,Released,0.076647,2015-09-04,2015,0,98,null,Heroes of Dirt,0.0,0
0,null,30139,Released,0.982624,2006-01-01,2006,0,99,null,Phat Girlz,3.7,10
150000000,http://www.sonypictures.com/movies/hancock/,8960,Released,56.75841,2008-07-01,2008,624029371,92,Bad Behavior. Bad Attitude. Real Hero.,Hancock,6.2,2961
60000000,http://mortdecaithemovie.com/,210860,Released,52.41753,2015-01-21,2015,30418560,106,Sophistication Has a Name.,Mortdecai,5.4,1055
18000000,http://www.lovehappensmovie.com,25643,Released,13.472365,2009-09-18,2009,36133014,109,Sometimes when you least expect it...,Love Happens,5.6,180
120000000,null,2133,Released,25.752117,2000-03-15,2000,325756637,130,The storm is coming.,The Perfect Storm,6.2,597
70000000,null,8427,Released,13.267631,2002-10-31,2002,33561137,97,Attitude meets espionage.,I Spy,5.2,269
60000000,null,9664,Released,13.155999,2006-09-22,2006,17800000,140,Inspired by a true story,Flyboys,6.3,271
58000000,null,9007,Released,13.43573,2005-09-16,2005,102854431,95,It's a wonderful afterlife.,Just Like Heaven,6.5,579
50000000,null,9923,Released,18.394571,2005-09-22,2005,22944502,127,Heads You Live... Tails You Die.,Domino,6.0,444
30000000,null,11529,Released,18.256027,2002-09-26,2002,180622424,108,Sometimes What You're Looking For Is Right Where You Left It.,Sweet Home Alabama,6.0,394
22000000,null,1642,Released,23.218143,1995-07-28,1995,110627965,114,No driver's license, no credit cards, no passport, no access to her bank accounts in a foreign country ... She finds her identity stolen.,The Net,5.6,354
3250000,http://www.paathefilm.com/,26379,Released,2.126139,2009-12-04,2009,0,133,null,Paa,6.6,19
3180000,null,1585,Released,42.868496,1946-12-20,1946,9644124,130,It's a wonderful laugh! It's a wonderful love!,It's a Wonderful Life,8.0,1076
1300000,http://www.journeyfromthefall.com/home.aspx,25784,Released,0.072066,2006-02-22,2006,639000,135,null,Vượt Sóng,5.0,1
900000,null,9813,Released,4.0971,2005-09-12,2005,381420,96,Isn't it time everyone hears your secrets?,The Quiet,6.1,73
10284523,null,2610,Released,4.820166,2005-10-21,2005,11588205,104,null,Shopgirl,5.7,75
165000000,http://movies.disney.com/big-hero-6,177572,Released,203.73459,2014-10-24,2014,652105443,102,From the creators of Wreck-it Ralph and Frozen,Big Hero 6,7.8,6135
150000000,http://www.madagascar-themovie.com,10527,Released,44.14102,2008-10-30,2008,603900354,89,Still together. Still lost!,Madagascar: Escape 2 Africa,6.2,1810
60000000,http://invictusmovie.warnerbros.com,22954,Released,23.85119,2009-12-10,2009,122233971,134,His people needed a leader. He gave them a champion.,Invictus,7.0,1125
48000000,http://www.taken3movie.com/,260346,Released,88.84478,2014-12-16,2014,325771424,109,It Ends Here,Taken 3,6.1,2200
18339750,http://www.downfallthefilm.com/,613,Released,32.445896,2004-09-08,2004,92180910,156,April 1945, a nation awaits its...Downfall,Der Untergang,7.7,1037
7000000,http://www.foxsearchlight.com/cyrus/,39053,Released,15.212569,2010-06-18,2010,0,91,John met the woman of his dreams. Then he met her son ...,Cyrus,6.1,133
0,http://www.dogtooth.gr/,38810,Released,28.858238,2009-06-01,2009,110197,94,The cat is the most feared animal there is!,Κυνόδοντας,6.9,332
55000000,null,9566,Released,4.366488,1996-08-15,1996,18626419,116,All fans have a favorite player.  This one has a favorite target.,The Fan,5.7,194
50000000,null,9573,Released,10.089065,2002-08-04,2002,26199517,110,He's a heartbeat away from catching the killer,Blood Work,6.1,206
10000000,null,10314,Released,8.9876,1999-01-29,1999,103166989,95,These two opposites attract... but EVERYONE'S trying to keep them apart!,She's All That,5.7,418
9000000,null,9685,Released,2.062087,2002-09-13,2002,4777465,97,Insanity is relative.,Igby Goes Down,6.5,95
4200000,null,3040,Released,12.540624,2004-06-27,2004,32000000,114,All That Stands Between Light And Darkness Is The Night Watch.,Ночной дозор,6.3,210
2627000,null,43306,Released,0.531444,1944-03-01,1944,5363000,120,A GUY - A GAL - A PAL - It's Swell!,A Guy Named Joe,6.0,8
0,null,11469,Released,15.913783,2001-11-21,2001,0,95,It's only a flesh wound!,Black Knight,5.1,287
0,null,10786,Released,3.199904,1976-03-11,1976,0,106,Love is the greatest adventure of all.,Robin and Marian,6.6,50
0,null,6016,Released,2.774811,2003-04-03,2003,0,108,He doesn't want money. He wants what money can't buy.,The Good Thief,6.0,31
12000000,null,14799,Released,4.330428,2006-11-22,2006,5542025,86,null,For Your Consideration,5.9,43
0,null,16471,Released,4.293706,1981-12-25,1981,0,89,null,Modern Problems,5.6,23
100000000,http://theexpendables2film.com/,76163,Released,53.73289,2012-08-08,2012,312573423,103,Back for War.,The Expendables 2,6.1,2896
37000000,http://www.spacechimpspower.com/,11802,Released,6.293217,2008-07-17,2008,63800345,81,Houston, we have a problem!,Space Chimps,5.2,99
20000000,http://alphaandomega3d.com/index.html,12819,Released,12.300789,2010-09-17,2010,39300000,88,A Pawsome 3D Adventure,Alpha and Omega,5.3,124
7800000,http://www.marsdistribution.com/xml/flash.html?cfilm=46022,302,Released,11.000654,2003-05-18,2003,22441323,102,On the surface, all is calm,Swimming Pool,6.4,153
78000000,null,8698,Released,47.436676,2003-07-11,2003,179265204,110,The power of seven become a league of one.,The League of Extraordinary Gentlemen,5.7,1155
19000000,null,274,Released,18.174805,1991-02-01,1991,272742922,119,To enter the mind of a killer she must challenge the mind of a madman.,The Silence of the Lambs,8.1,4443
15000000,null,74536,Released,7.701186,2011-11-04,2011,0,90,Serve. Protect. Lie.,The Son of No One,4.8,92
11000000,null,2105,Released,60.767166,1999-07-09,1999,235483004,95,There's nothing like your first piece.,American Pie,6.4,2296
4000000,null,10246,Released,12.891276,1981-11-13,1981,125728258,94,Keep an eye out for the funniest movie about growing up ever made!,Porky's,6.1,183
3000000,null,34086,Released,1.586598,1990-04-27,1990,15369573,100,null,Spaced Invaders,4.7,25
0,null,375950,Released,2.651304,2016-03-23,2016,0,102,null,Médecin de campagne,6.0,63
250000000,http://www.batmanvsupermandawnofjustice.com/,209112,Released,155.79045,2016-03-23,2016,873260194,151,Justice or revenge,Batman v Superman: Dawn of Justice,5.7,7004
150000000,http://www.transformersmovie.com/,1858,Released,25.468493,2007-06-27,2007,709709780,144,Their war. Our world.,Transformers,6.6,4040
69000000,http://www.despicable.me/,20352,Released,113.85828,2010-07-08,2010,543513985,95,Superbad. Superdad.,Despicable Me,7.1,6478
66000000,http://www.sonypictures.com/homevideo/hellboy/,1487,Released,47.479755,2004-04-02,2004,99318987,122,From the Dark Side to Our Side.,Hellboy,6.5,2225
50000000,http://www.theofficialjohncarpenter.com/escape-from-la/,10061,Released,21.637234,1996-08-09,1996,42277365,97,Snake Is Back.,Escape from L.A.,5.6,373
40000000,http://www.escapeearthmovie.com/,68179,Released,18.14218,2013-02-14,2013,74597643,89,Earth's greatest secrets are about to break out!,Escape from Planet Earth,5.7,332
40000000,http://www.avp-r.com/,440,Released,39.381912,2007-12-25,2007,41797066,94,The Last Place On Earth We Want To Be Is In The Middle,Aliens vs Predator: Requiem,4.9,740
20000000,http://www.uip.de/lo/goodies/posters/pl_boogeyman.html,8968,Released,11.62423,2005-02-04,2005,67192859,89,You thought it was just a story.,Boogeyman,4.6,191
17500000,http://www.foxsearchlight.com/blacknativity/,175541,Released,7.180403,2013-11-27,2013,7018189,93,The Musical Event of the Holiday Season,Black Nativity,5.8,16
8000000,http://www.extract-the-movie.com/,12569,Released,14.652342,2009-09-03,2009,10848783,92,Sticking it to the man has never looked so good.,Extract,5.7,192
0,http://grabbers.ie/,84204,Released,9.451228,2012-08-10,2012,0,94,For the locals on Erin Island, it's last orders.,Grabbers,6.0,140
80000000,null,6964,Released,16.939442,2003-12-12,2003,266728738,128,Schmucks are people too.,Something's Gotta Give,6.3,410
72000000,null,11086,Released,11.215702,2001-12-21,2001,37317558,152,Sometimes your life comes into focus one frame at a time.,The Majestic,6.6,188
63600000,null,10461,Released,4.494788,2000-10-06,2000,19412993,102,The Truth Hurts,Get Carter,4.8,145
60000000,http://www.foxmovies.com/movies/joy,274479,Released,29.876507,2015-12-24,2015,101134059,124,null,Joy,6.4,1581
50000000,null,12103,Released,11.596207,2001-09-28,2001,100020092,113,...I'll never tell.,Don't Say a Word,6.0,220
43000000,null,711,Released,19.043285,2000-12-21,2000,80049764,136,In an ordinary place, he found the one person to make his life extraordinary.,Finding Forrester,7.0,302
33000000,null,12596,Released,9.060642,1999-04-23,1999,0,124,A comedy about losing control,Pushing Tin,5.7,116
28000000,null,10577,Released,6.756771,2000-12-22,2000,33000337,99,The Most Seductive Evil of All Time Has Now Been Unleashed in Ours.,Dracula 2000,4.6,148
