budget,homepage,movie_id,movie_status,popularity,release_date,release_year,revenue,runtime,tagline,title,vote_average,vote_count
50000000,null,9691,Released,23.073933,1995-10-06,1995,30303072,132,In the shadows of life, In the business of death, One man found a reason to live...,Assassins,6.0,387
41000000,null,73937,Released,9.419726,2011-10-13,2011,7448385,100,Everyone is searching for something.,The Big Year,5.6,248
37000000,null,9880,Released,40.176266,2001-08-03,2001,165335153,115,She rocks. She rules. She reigns.,The Princess Diaries,6.5,1023
35000000,null,11979,Released,11.644243,2002-02-10,2002,45479110,101,This time there are no interviews.,Queen of the Damned,5.4,239
28000000,null,10439,Released,18.650747,1993-07-16,1993,39514713,96,It's just a bunch of Hocus Pocus.,Hocus Pocus,6.4,471
26000000,http://www.littlechildrenmovie.com,1440,Released,11.942862,2006-10-06,2006,14821658,136,null,Little Children,6.9,240
20000000,null,9472,Released,41.156216,2004-06-18,2004,167722310,92,Grab Life By The Ball,DodgeBall: A True Underdog Story,6.2,981
13000000,null,8859,Released,25.316147,2000-12-15,2000,73180723,83,After a night they can't remember, comes a day they'll never forget.,Dude, Where’s My Car?,5.2,509
9000000,null,14811,Released,7.623979,1971-11-03,1971,83304330,181,To Life!,Fiddler on the Roof,7.4,134
4000000,null,60422,Released,3.238466,2011-11-18,2011,355688,119,At this wedding, the F-word stands for Family,Another Happy Day,6.2,37
2900000,null,248,Released,3.370225,1961-12-18,1961,5000000,136,You have to see it to believe it!,Pocketful of Miracles,7.3,25
250000,null,431,Released,44.65615,1997-09-09,1997,501818,90,Don't look for a reason... Look for a way out.,Cube,6.9,1069
0,null,22600,Released,1.717376,2008-02-11,2008,0,120,Welcome to the promised land.,Jerusalema,6.8,16
0,null,55306,Released,0.93392,1997-06-13,1997,0,112,null,Ulee's Gold,6.5,19
200000000,http://www.ironmanmovie.com/,10138,Released,77.30019,2010-04-28,2010,623933331,124,It's not the armor that makes the hero, but the man inside.,Iron Man 2,6.6,6849
180000000,http://www.pacificrimmovie.com/,68726,Released,56.523205,2013-07-11,2013,407602906,131,To Fight Monsters, We Created Monsters,Pacific Rim,6.7,4794
100000000,http://www.warnerbros.com/eraser,9268,Released,24.507986,1996-06-21,1996,242295562,115,He will erase your past to protect your future.,Eraser,5.6,543
40000000,http://gothikamovie.warnerbros.com/,4970,Released,27.303608,2003-11-21,2003,141591324,98,Because someone is dead doesn't mean they're gone.,Gothika,5.8,629
30000000,http://www.carrie-movie.com,133805,Released,63.84854,2013-10-16,2013,82394288,100,Know her name. Fear her power.,Carrie,5.8,1463
12000000,http://www.howhighmovie.com/,8386,Released,11.510281,2001-12-21,2001,31155435,93,They've got their degrees all rolled up.,How High,6.3,218
0,http://theperfecthostmovie.com/,66195,Released,6.507094,2010-07-01,2010,14870,93,Dinner Parties Are A Dying Art.,The Perfect Host,6.2,135
45000000,null,1493,Released,32.624355,2000-12-14,2000,212000000,111,Never Mess With An Agent In A Dress.,Miss Congeniality,6.1,961
22000000,null,153158,Released,14.866351,2013-07-18,2013,24000000,106,There's only one team this summer.,Metegol,6.0,122
15000000,null,18681,Released,4.302941,1999-09-04,1999,0,109,Obsession is in the eye of the beholder.,Eye of the Beholder,5.3,42
15000000,null,8053,Released,12.163832,2005-11-17,2005,12036149,121,Nobody is beyond redemption.,The Three Burials of Melquiades Estrada,7.0,177
10000000,null,256924,Released,16.318607,2015-03-19,2015,10835752,107,A letter from John Lennon changed his life,Danny Collins,6.6,183
3500000,null,16288,Released,10.729884,1987-05-01,1987,14000000,92,When the curtain goes up, the terror begins.,Creepshow 2,5.9,129
0,http://www.polisse-lefilm.com/,71157,Released,14.038703,2011-10-06,2011,20374201,127,null,Polisse,7.9,285
0,null,38033,Released,2.504156,2010-10-01,2010,0,96,If you don't forward it, you die.,Chain Letter,3.9,37
65000000,null,11983,Released,14.866901,2000-12-08,2000,0,135,null,Proof of Life,6.0,208
3500000,null,1956,Released,5.038953,2002-01-12,2002,0,103,null,Gerry,6.2,68
0,null,37985,Released,0.15066,2007-06-15,2007,0,106,null,The Trials Of Darryl Hunt,6.8,4
79000000,http://www.jackandjill-movie.com/,71880,Released,22.132418,2011-11-11,2011,149673788,91,His twin sister is coming for the holidays... ...and it ain't pretty.,Jack and Jill,4.1,604
45000000,http://www.deathracemovie.net/,10483,Released,42.57877,2008-08-22,2008,73762516,105,Get ready for a killer race.,Death Race,6.0,1175
30000000,http://copoutmovie.warnerbros.com/dvd/,23742,Released,25.825771,2010-02-26,2010,55583804,107,Rock out with your Glock out,Cop Out,5.3,511
17000000,http://www.meangirls.com/,10625,Released,36.423717,2004-04-30,2004,129042871,97,Welcome to girl world.,Mean Girls,6.9,2320
0,http://luckyyoumovie.warnerbros.com/,1950,Released,6.162872,2007-05-01,2007,5761917,124,Change your game. Change your life.,Lucky You,5.4,81
90000000,null,10756,Released,16.302378,2003-11-25,2003,182290266,99,Check your pulse at the door... if you have one.,The Haunted Mansion,5.2,466
90000000,null,10384,Released,5.762037,2000-01-14,2000,14828081,91,In the farthest reaches of space, something has gone terribly wrong.,Supernova,4.9,109
65000000,null,11170,Released,8.629665,2006-12-12,2006,43545364,124,From the ashes we rose.,We Are Marshall,6.7,186
25000000,null,10431,Released,18.896238,2007-08-24,2007,40452643,103,Vengeance is the ultimate weapon.,War,6.0,414
12000000,null,1948,Released,47.992817,2006-08-31,2006,42931041,88,There are a thousand ways to raise your adrenaline. Today, Chev Chelios will need every single one.,Crank,6.6,1151
5000000,null,192141,Released,38.00698,2015-08-26,2015,54418872,103,No rescue. No refuge.,No Escape,6.7,777
5000000,null,92591,Released,12.68514,2012-04-27,2012,9206470,100,A story so unbelievable it must be true.,Bernie,6.5,320
0,null,202604,Released,0.447166,2013-05-29,2013,0,0,The public were never meant to know,The Vatican Exorcisms,4.4,11
0,null,57943,Released,0.116873,1998-02-01,1998,0,98,A letter from the past would change their future forever.,The Love Letter,4.7,3
75000000,null,11375,Released,10.605084,2003-06-09,2003,51142659,116,null,Hollywood Homicide,5.0,166
0,null,30246,Released,0.665512,2003-08-29,2003,0,95,null,Civil Brand,5.3,4
65000000,http://www.lovelybones.com,7980,Released,29.257137,2009-12-26,2009,93525586,136,The story of a life and everything that came after...,The Lovely Bones,6.6,1065
40000000,http://www.gethimtothegreek.net/,32823,Released,17.869444,2010-06-04,2010,90029656,109,Aaron Green has 72 hours to get a Rock Star from London to L.A. Pray for him.,Get Him to the Greek,5.9,612
18000000,http://www.indianajones.com,85,Released,68.1596,1981-06-12,1981,389925971,115,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,Raiders of the Lost Ark,7.7,3854
6000000,http://www.thewordsmovie.com/,83686,Released,14.988746,2012-09-07,2012,13231461,96,There's more than one way to take a life.,The Words,6.4,379
1000000,http://www.speedwayjunky-themovie.com/,46727,Released,0.340019,1999-02-11,1999,0,104,There's no place for dreams on the streets of Vegas,Speedway Junky,5.2,7
80000000,null,10200,Released,41.89072,2008-12-10,2008,233093859,104,12.12.08 is the Day the Earth Stood Still,The Day the Earth Stood Still,5.2,1043
70000000,null,978,Released,16.92991,1997-09-12,1997,131457682,136,At the end of the world his real journey began.,Seven Years in Tibet,7.0,630
60000000,null,170687,Released,30.656345,2014-09-10,2014,108255770,97,When troubles strikes friends stack together,The Boxtrolls,6.6,668
40000000,null,6114,Released,45.022964,1992-11-13,1992,215862692,128,Love never dies.,Dracula,7.1,1056
35000000,null,140823,Released,31.957947,2013-11-16,2013,112544580,125,Where her book ended, their story began.,Saving Mr. Banks,7.3,1226
19000000,null,10065,Released,30.205942,2005-04-15,2005,108047131,90,What happened over the next 28 days has never been explained.,The Amityville Horror,6.0,588
0,null,13982,Released,5.016607,1997-04-18,1997,0,95,A mindless comedy.,8 Heads in a Duffel Bag,5.4,39
0,null,13688,Released,12.373248,2008-01-30,2008,47301471,86,It's out of this world.,長江七號,6.1,107
0,null,1933,Released,25.881355,2001-08-02,2001,0,101,Sooner or later she'll see them, then everything will be different.,The Others,7.4,1660
0,null,356987,Released,3.068463,2015-08-30,2015,0,82,null,Abandoned,5.8,27
144000000,http://www.ghostbusters.com/,43074,Released,66.21806,2016-07-14,2016,229147509,116,Who You Gonna Call?,Ghostbusters,5.3,2142
120000000,http://www.fantasticfourmovie.com/,166424,Released,38.126095,2015-08-05,2015,167977596,100,Change is coming.,Fantastic Four,4.4,2278
75000000,http://www.immortalsmovie.com/splash/,37958,Released,37.917004,2011-11-10,2011,226904017,110,The Gods need a hero.,Immortals,5.7,880
60000000,http://www.righteouskill-themovie.com,13389,Released,18.380177,2008-09-11,2008,73174566,101,Most people respect the badge. Everybody respects the gun.,Righteous Kill,5.9,375
56000000,http://movies.disney.com/the-pacifier,10022,Released,35.4763,2005-03-04,2005,113006880,95,Welcome to the infantry.,The Pacifier,5.8,842
50200000,http://www.theadjustmentbureau.com/,38050,Released,26.60772,2011-03-03,2011,127869379,106,Fight for your fate.,The Adjustment Bureau,6.5,1652
0,http://www.fruitvalefilm.com/,157354,Released,20.967146,2013-07-25,2013,17385830,85,Every step brings you closer to the edge,Fruitvale Station,7.3,390
155000000,null,1966,Released,39.01923,2004-11-21,2004,167298192,175,The greatest legend of all was real.,Alexander,5.6,927
80000000,null,364,Released,59.113174,1992-06-19,1992,280000000,126,The Bat, the Cat, the Penguin.,Batman Returns,6.6,1673
75000000,null,8656,Released,34.070053,1998-05-08,1998,140464664,120,Heaven and Earth are about to collide.,Deep Impact,5.9,855
50000000,null,8920,Released,17.667826,2004-06-10,2004,200804534,80,Get ready for frisky business.,Garfield,5.2,820
35000000,null,14113,Released,10.304172,2006-08-11,2006,12506188,83,They're going to save the world... as long as they're home for dinner.,Zoom,4.9,135
25000000,null,111,Released,70.10598,1983-12-08,1983,65884703,170,The world is yours...,Scarface,8.0,2948
20000000,null,14873,Released,19.819893,2003-02-07,2003,135680000,72,Feel the jungle beat,The Jungle Book 2,5.6,269
18000000,null,20483,Released,4.492859,2004-02-06,2004,16702864,92,They're on a mission without permission.,Catch That Kid,4.9,76
10000000,null,9034,Released,6.015354,2002-09-20,2002,0,98,Some friendships last forever... like it or not.,The Banger Sisters,5.5,62
9000000,null,10585,Released,27.600843,1988-11-08,1988,44196684,87,Chucky is one mean S.O.B.,Child's Play,6.3,581
4000000,null,703,Released,35.892033,1977-04-19,1977,38251425,93,A nervous romance.,Annie Hall,7.8,1010
2000000,null,331190,Released,6.728882,2015-09-17,2015,2801508,97,Faith. Redemption. Survival.,Captive,5.6,92
0,null,18885,Released,2.645722,1994-05-06,1994,0,93,Colt, Rocky and Tum Tum are back for bigger kicks in an all new adventure,3 Ninjas Kick Back,4.5,48
0,null,10735,Released,7.057765,2003-03-27,2003,0,105,Trying to fit in. Born to stand out.,What a Girl Wants,5.8,368
0,null,194588,Released,0.004998,2004-05-11,2004,0,85,null,Short Cut to Nirvana: Kumbh Mela,0.0,0
0,null,64973,Released,0.020168,2005-01-28,2005,0,80,null,Peace, Propaganda & the Promised Land,6.4,4
0,null,42109,Released,0.557602,1983-03-24,1983,0,99,null,Gabriela, Cravo e Canela,6.0,2
150000000,https://www.warnerbros.com/charlie-and-chocolate-factory,118,Released,53.905594,2005-07-13,2005,474968763,115,Willy Wonka is semi-sweet and nuts.,Charlie and the Chocolate Factory,6.7,3624
125000000,http://sherlockholmes2.warnerbros.com/index.html,58574,Released,81.49962,2011-11-22,2011,334615000,129,The game is afoot.,Sherlock Holmes: A Game of Shadows,7.0,3886
75000000,http://www.wantedmovie.com/,8909,Released,73.82289,2008-06-19,2008,258270008,110,Choose your destiny.,Wanted,6.4,2528
40000000,https://www.facebook.com/fiftyshadesofgreymovie,216015,Released,98.75565,2015-02-11,2015,571006128,125,Are you curious?,Fifty Shades of Grey,5.2,3254
10000000,http://www.edmondthefilm.com/,18191,Released,2.803642,2005-08-31,2005,0,82,Every fear hides a wish.,Edmond,6.0,50
3500000,http://www.bluevalentinemovie.com/,46705,Released,26.88161,2010-12-27,2010,16566240,112,Nobody Baby But You And Me,Blue Valentine,6.9,890
0,http://www.joyfulnoisethemovie.com,63574,Released,5.753705,2012-01-13,2012,0,117,Dream a whole lot louder,Joyful Noise,6.7,33
137000000,null,2114,Released,26.074907,2001-07-02,2001,85131830,106,Unleash a new reality,Final Fantasy: The Spirits Within,5.9,433
130000000,null,8961,Released,38.068737,2003-07-18,2003,273339556,147,If you can't stand the heat, get out of Miami.,Bad Boys II,6.3,1564
57000000,null,1813,Released,33.8473,1997-10-17,1997,152944660,144,Evil has its winning ways.,The Devil's Advocate,7.2,1374
40000000,http://baahubali.com/,256040,Released,16.254032,2015-07-10,2015,100000000,159,null,Baahubali: The Beginning,7.5,135
37000000,null,10871,Released,4.131546,1997-10-31,1997,6482195,118,The hunter becomes the hunted.,Switchback,5.8,52
30000000,null,9273,Released,34.391792,1995-11-10,1995,212385533,90,New animals. New adventures. Same hair.,Ace Ventura: When Nature Calls,6.1,1099
22000000,null,581,Released,45.707836,1990-11-09,1990,424208848,181,Inside everyone is a frontier waiting to be discovered.,Dances with Wolves,7.6,1046
6000000,null,37206,Released,12.099486,2009-10-01,2009,0,101,An abandoned child brings the colors of love into their lives.,A Shine of Rainbows,6.3,14
0,null,49365,Released,1.435742,1988-04-22,1988,0,112,The year is 1962. The place is Willowpoint Falls. Nobody talks about what happened in the school cloakroom 10 years ago. Now, in the dead of night, Frankie Scarlatti is going to find out why.,Lady in White,6.3,25
0,null,44260,Released,0.475748,2006-09-09,2006,25,152,Exploring the Issue that Divides the World,Lake of Fire,8.0,10
0,null,10074,Released,6.309587,2007-08-03,2007,14334401,88,Smack destiny in the face.,Hot Rod,6.3,313
4500000,null,17139,Released,0.011697,1997-04-17,1997,0,122,null,Karakter,7.7,25
4000000,null,15059,Released,2.866934,1999-04-29,1999,0,106,null,The Loss of Sexual Innocence,5.2,9
0,null,15045,Released,7.157635,2004-12-12,2004,0,93,null,Fat Albert,4.3,69
280000000,http://marvel.com/movies/movie/193/avengers_age_of_ultron,99861,Released,134.27924,2015-04-22,2015,1405403694,141,A New Age Has Come.,Avengers: Age of Ultron,7.3,6767
117000000,http://www.knightanddaymovie.com,37834,Released,44.906918,2010-06-15,2010,261930431,109,Every Hit Man Deserves a Second Shot!,Knight and Day,5.9,1547
8500000,http://www.brightstar-movie.com/,29963,Released,9.230073,2009-11-05,2009,4440055,119,First love burns brightest.,Bright Star,6.8,107
180000000,null,411,Released,67.39133,2005-12-07,2005,748806957,143,Evil Has Reigned For 100 Years...,The Chronicles of Narnia: The Lion, the Witch and the Wardrobe,6.7,2629
140000000,null,205584,Released,56.257248,2016-02-25,2016,150680864,127,The battle for eternity begins,Gods of Egypt,5.3,1277
95000000,null,1996,Released,56.811054,2003-07-21,2003,156505388,117,Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box,Lara Croft Tomb Raider: The Cradle of Life,5.5,1418
42000000,null,2155,Released,11.470135,2000-02-25,2000,32168970,124,The trap is set. The game is on.,Reindeer Games,5.4,173
30000000,null,2176,Released,9.448517,2001-09-14,2001,23619609,106,The glass is about to be shattered...,The Glass House,5.4,201
20000000,null,8872,Released,21.815123,1992-02-14,1992,121697323,94,You'll laugh. You'll cry. You'll hurl.,Wayne's World,6.5,728
15000000,null,11870,Released,9.125594,2002-02-08,2002,52970014,88,The truth is never overrated,Big Fat Liar,5.6,197
11000000,http://www.bienvenuechezleschtis-lefilm.com/,8265,Released,18.923182,2008-01-09,2008,53191886,106,null,Bienvenue chez les ch'tis,6.8,615
2800000,null,246403,Released,15.754614,2014-09-19,2014,1826705,102,Let me tell you a story...,Tusk,5.1,366
2000000,null,270303,Released,100.87679,2015-02-04,2015,14674076,100,It doesn't think, it doesn't feel, it doesn't give up,It Follows,6.6,1832
0,http://www.dwegons.com/,239897,Released,0.485405,2014-01-24,2014,0,98,null,Dwegons,0.5,1
0,null,41488,Released,2.653988,2003-12-12,2003,0,120,At the end of World War II, many of those involved in war crimes were prosecuted. Some got away. Until now.,The Statement,5.9,23
50000000,http://www.themarmadukemovie.com/,38579,Released,12.25622,2010-06-04,2010,83761844,87,Live Large,Marmaduke,5.0,149
38000000,http://www.riddick-movie.com,87421,Released,46.630062,2013-09-02,2013,98337295,119,Survival Is His Revenge,Riddick,6.2,2035
13000000,http://weinsteinco.com/sites/iron-lady/,71688,Released,23.3784,2011-12-30,2011,114956699,105,Never Compromise,The Iron Lady,6.2,527
1200000,http://www.homerunthemovie.com/,176124,Released,3.085411,2013-04-19,2013,2861020,114,Freedom is possible,Home Run,6.3,24
250000,http://www.viewaskew.com/chasingamy/,2255,Released,20.601482,1997-04-04,1997,12021272,113,It's not who you love. It's how.,Chasing Amy,6.7,433
115000000,null,36955,Released,38.72942,1994-07-14,1994,378882411,141,When he said I do, he never said what he did.,True Lies,6.8,1116
35000000,null,127493,Released,16.830185,2012-05-17,2012,2106557,96,Never steal from the world's greatest thief.,Stolen,5.1,344
26000000,null,15028,Released,5.894163,2002-03-17,2002,38793283,94,The adventure of a lifetime, in a few mere seconds.,Clockstoppers,4.9,89
22000000,null,38985,Released,9.088209,1977-06-24,1977,12000000,121,WANTED. Four men willing to drive a cargo of death to escape a life in hell.,Sorcerer,7.4,98
15000000,null,13853,Released,5.484679,1986-01-17,1986,0,98,At The Dawn Of Mankind, A Woman Led The Way.,The Clan of the Cave Bear,4.8,27
5000000,null,1955,Released,30.271067,1980-10-02,1980,26010864,124,I am not an animal! I am a human being! I... am... a man!,The Elephant Man,7.9,719
4500000,null,9336,Released,15.002502,1984-03-22,1984,146198896,96,What an Institution!,Police Academy,6.5,602
0,http://www.tannerhallthefilm.com/,71866,Released,2.015525,2009-09-14,2009,0,96,null,Tanner Hall,5.4,32
0,null,38007,Released,0.595136,2006-01-01,2006,0,104,First comes love, then comes marriage, then comes therapy.,Ira & Abby,5.8,9
0,null,33430,Released,0.619136,1999-07-30,1999,0,111,A different kind of love story.,Twin Falls Idaho,7.0,11
170000000,http://www.captainamericathewintersoldiermovie.com,100402,Released,72.225266,2014-03-20,2014,714766572,136,In heroes we trust.,Captain America: The Winter Soldier,7.6,5764
42000000,http://www.notting-hill.com/,509,Released,28.96915,1999-05-13,1999,363889678,124,Can the most famous film star in the world fall for the man on the street?,Notting Hill,7.0,1262
40000000,http://www.colombiana-movie.com/,62835,Released,33.78597,2011-07-27,2011,60965854,108,Revenge is beautiful.,Colombiana,6.5,824
35000000,http://somethingborrowedmovie.warnerbros.com/,49022,Released,14.029012,2011-05-05,2011,59901913,112,It's a thin line between love and friendship.,Something Borrowed,5.9,296
35000000,http://hangoverpart2.warnerbros.com/dvd/,18785,Released,82.21166,2009-06-05,2009,459270619,100,Some guys just can't handle Vegas.,The Hangover,7.2,6173
11000000,http://www.foxsearchlight.com/thesecretlifeofbees/,12837,Released,7.645979,2008-09-17,2008,38105395,114,Bring Your Girlfriends, Sisters, Mothers and Daughters.,The Secret Life of Bees,7.4,158
8500000,http://www.ongbak2themovie.com/,16353,Released,9.029489,2008-12-04,2008,8936663,98,Warrior. Conqueror. Legend.,Ong Bak 2,6.0,152
8000000,http://www.bandaivisual.co.jp/akira/,149,Released,39.338097,1988-07-16,1988,553171,124,Neo-Tokyo is about to E.X.P.L.O.D.E.,アキラ,7.8,773
90000000,null,8204,Released,21.436682,2008-02-14,2008,162839667,95,Their World Is Closer Than You Think.,The Spiderwick Chronicles,6.3,572
75000000,null,6415,Released,34.973087,1999-09-27,1999,108000000,114,It's good to be King.,Three Kings,6.6,692
58000000,null,2148,Released,8.59075,1984-12-14,1984,25928721,127,It was the jazz age. It was an era of elegance and violence. The action was gambling. The stakes were life and death.,The Cotton Club,6.6,68
50000000,null,9801,Released,28.803802,2004-11-10,2004,40203020,108,Same Bridget. Brand new diary.,Bridget Jones: The Edge of Reason,6.1,750
43000000,null,4379,Released,10.411996,2005-05-13,2005,154749918,101,This relationship is going to be a real mother.,Monster-in-Law,5.6,406
30000000,null,9013,Released,12.821329,1988-07-20,1988,38413606,126,This could be the beginning of a beautiful friendship.,Midnight Run,7.2,238
18000000,null,290555,Released,7.922639,2014-08-28,2014,0,90,Unleash the beast,Wolves,5.7,82
12500000,null,222899,Released,11.828068,2014-02-14,2014,49002684,100,It's about compromise. It's about love. It's about a good wingman.,About Last Night,6.0,210
8000000,null,14429,Released,4.482714,1999-10-01,1999,22593409,91,The last guy she wants is the only one she needs.,Drive Me Crazy,5.8,62
8000000,null,10873,Released,5.93923,2000-05-15,2000,8279017,92,An Unspeakable Horror. A Creative Genius. Captured For Eternity.,Shadow of the Vampire,6.6,148
6900000,null,82505,Released,25.613197,2012-09-21,2012,44287131,101,Fear reaches out... for the girl next door.,House at the End of the Street,5.6,555
6000000,null,9282,Released,15.048067,2003-05-16,2003,0,86,Fate can change in seconds.,11:14,6.8,206
4000000,null,747,Released,49.12486,2004-04-09,2004,30039392,99,A romantic comedy. With zombies.,Shaun of the Dead,7.5,2420
0,null,45767,Released,0.339757,2002-10-25,2002,0,95,What if you could see the future impact of your beliefs? One man will.,Time Changer,5.2,9
0,null,12509,Released,8.483531,2000-09-06,2000,0,122,A true portrait of life and art.,Pollock,6.6,91
55000000,null,12704,Released,2.410546,1987-05-15,1987,14375181,107,null,Ishtar,4.2,28
0,null,346081,Released,0.296981,2015-06-26,2015,0,0,null,Sardaarji,9.5,2
380000000,http://disney.go.com/pirates/index-on-stranger-tides.html#/video/,1865,Released,135.41385,2011-05-14,2011,1045713802,136,Live Forever Or Die Trying.,Pirates of the Caribbean: On Stranger Tides,6.4,4948
90000000,http://www.meetjoeblack.com/,297,Released,36.06961,1998-11-12,1998,142940100,178,Sooner or later everyone does.,Meet Joe Black,6.9,1147
61000000,http://www.shootermovie.com/,7485,Released,37.378082,2007-03-22,2007,95696996,124,Yesterday was about honor. Today is about justice.,Shooter,6.9,1462
58000000,http://www.redtails2012.com/,72431,Released,12.29603,2012-01-19,2012,50365377,125,High-Octane Action and Daring Dogfights!,Red Tails,5.9,178
52000000,https://www.uphe.com/movies/the-break-up,9767,Released,26.251217,2006-06-01,2006,204999686,106,. . . pick a side.,The Break-Up,5.6,832
30000000,http://jessejamesmovie.warnerbros.com/,4512,Released,35.53352,2007-09-02,2007,14711793,160,Beyond the myth lies America's greatest betrayal,The Assassination of Jesse James by the Coward Robert Ford,7.0,776
20000000,http://www.mybestfriendsgirlmovie.com,13596,Released,17.145287,2008-09-19,2008,36620508,101,It's funny what love can make you do...,My Best Friend's Girl,5.4,220
11000000,http://www.starwars.com/films/star-wars-episode-iv-a-new-hope,11,Released,126.39369,1977-05-25,1977,775398007,121,A long time ago in a galaxy far, far away...,Star Wars,8.1,6624
110000000,null,10204,Released,22.643776,2004-06-16,2004,72178895,120,Let your imagination soar.,Around the World in 80 Days,5.7,672
80000000,http://movies.disney.com/fantasia-2000,49948,Released,14.530946,1999-12-17,1999,90874570,74,null,Fantasia 2000,7.0,292
55000000,null,8584,Released,25.400934,2000-05-26,2000,56932305,110,The old west meets the far east.,Shanghai Noon,6.2,735
48000000,null,8367,Released,28.803728,1991-06-14,1991,390493908,143,For the good of all men, and the love of one woman, he fought to uphold justice by breaking the law.,Robin Hood: Prince of Thieves,6.6,909
31115000,null,8095,Released,13.244365,1963-06-12,1963,71000000,248,The motion picture the world has been waiting for!,Cleopatra,6.7,146
16000000,null,9285,Released,14.759948,2000-05-19,2000,119754278,93,The greatest college tradition of all.,Road Trip,5.9,542
15000000,null,9276,Released,21.535126,1998-12-25,1998,40283321,104,Take me to your teacher.,The Faculty,6.2,492
7000000,null,13408,Released,2.453459,2001-11-16,2001,10229331,93,When you're down 'n dirty, it all comes out in...,The Wash,5.3,26
6500000,null,16620,Released,6.847099,1987-07-24,1987,54215416,108,Born into poverty. Destined for stardom. He lived the American dream.,La Bamba,6.8,116
2600000,null,9730,Released,14.013414,1984-04-13,1984,32980880,91,Jason's Back, and this is the one you've been screaming for.,Friday the 13th: The Final Chapter,5.9,237
1250000,null,19997,Released,9.903992,1953-01-21,1953,8500000,92,A raging torrent of emotion that even nature can't control!,Niagara,6.7,79
0,http://coffeetown.com/,198062,Released,2.253589,2013-07-09,2013,0,87,null,Coffee Town,6.7,45
0,null,27451,Released,5.336243,2001-01-01,2001,0,99,Passion, Seduction, Deception.,Harvard Man,4.8,15
0,null,9027,Released,4.093288,2002-08-21,2002,0,91,When he talks, women listen.,The Guru,5.1,75
140000000,http://movies.disney.com/the-bfg,267935,Released,44.19092,2016-06-01,2016,183345589,120,The world is more giant than you can imagine.,The BFG,6.0,1000
60000000,http://contagionmovie.warnerbros.com/,39538,Released,38.820858,2011-09-08,2011,137551594,106,Nothing spreads like fear,Contagion,6.2,1325
1800000,http://thelastexorcism.com/,38358,Released,14.838986,2010-08-27,2010,67738090,87,Believe In Him.,The Last Exorcism,5.6,328
0,http://supercapitalist.net/,119458,Released,0.174311,2012-08-10,2012,0,103,Money for Life,$upercapitalist,3.5,2
97250400,http://www.asterixauxjeuxolympiques.com/index.php,2395,Released,20.344364,2008-01-13,2008,132900000,116,null,Astérix aux Jeux Olympiques,5.0,471
85000000,null,11253,Released,58.57976,2008-07-11,2008,160388063,120,Saving the world is a hell of a job.,Hellboy II: The Golden Army,6.5,1527
55000000,null,795,Released,21.272734,1998-04-10,1998,198685114,114,She didn't believe in angels until she fell in love with one.,City of Angels,6.4,529
22000000,null,228194,Released,27.898438,2014-08-06,2014,88880821,122,Life's greatest journey begins with the first step.,The Hundred-Foot Journey,7.3,508
18000000,null,8835,Released,25.43954,2001-07-13,2001,141774679,96,Don't judge a book by its hair color!,Legally Blonde,6.1,882
16000000,null,8854,Released,2.848727,1997-08-15,1997,1686429,97,Heroes don't come any bigger.,Steel,4.3,48
15000000,null,9686,Released,6.684096,1989-03-10,1989,0,124,One city, three stories tall.,New York Stories,6.2,64
15000000,null,4911,Released,6.373316,2002-12-14,2002,9237470,118,1992, L.A is at boiling point. One cop's turning up the heat,Dark Blue,6.5,85
8250000,null,11620,Released,7.973109,1951-11-08,1951,30000000,171,THIS IS THE BIG ONE! The splendor and savagery of the world's wickedest empire! Three hours of spectacle you'll remember for a lifetime!,Quo Vadis,7.0,63
3500000,null,813,Released,46.116886,1980-07-02,1980,83453539,88,What's slower than a speeding bullet, and able to hit tall buildings at a single bound?,Airplane!,7.1,1074
3000000,null,18892,Released,4.337685,1999-01-30,1999,3076820,87,Suck it and see...,Jawbreaker,5.9,90
0,https://www.facebook.com/zombiehuntermovie,206213,Released,3.418372,2013-07-25,2013,0,93,null,Zombie Hunter,3.5,34
75000,null,360188,Released,0.140989,2015-09-29,2015,0,90,null,Queen Crab,3.3,3
0,null,385636,Released,0.061248,2015-09-17,2015,0,83,null,Julija in Alfa Romeo,6.0,1
0,null,211557,Released,0.322553,2012-10-28,2012,0,14,null,Vessel,5.9,8
0,null,127918,Released,2.828303,2012-07-09,2012,0,101,null,The Gatekeepers,6.5,39
0,null,31582,Released,5.271559,1999-11-26,1999,4488529,112,null,Flawless,5.9,56
120000000,http://www.sonypictures.com/movies/thegreenhornet/,40805,Released,31.703608,2011-01-12,2011,227817248,119,Breaking the Law to Protect It.,The Green Hornet,5.5,1251
110000000,http://movies.disney.com/home-on-the-range,13700,Released,19.625973,2004-04-02,2004,103951461,76,Bust a Moo,Home on the Range,5.7,389
94000000,http://movies.disney.com/finding-nemo,12,Released,85.68879,2003-05-30,2003,940335536,100,There are 3.7 trillion fish in the ocean, they're looking for one.,Finding Nemo,7.6,6122
31500000,http://www.apocalypsenow.com,28,Released,49.97346,1979-08-15,1979,89460381,153,This is the end...,Apocalypse Now,8.0,2055
20000000,http://www.vivamachete.com/,23631,Released,26.39619,2010-09-01,2010,31327899,105,He was given an offer he couldn't refuse...,Machete,6.3,1150
