"movie_id","person_id","department_id","job"
285,120,1,"Director of Photography"
285,1704,2,"Director"
285,770,3,"Producer"
285,1705,4,"Screenplay"
285,1706,4,"Screenplay"
285,1721,5,"Editor"
285,1722,5,"Editor"
285,947,6,"Original Music Composer"
285,2444,3,"Executive Producer"
285,2445,3,"Producer"
285,2446,3,"Producer"
285,2447,3,"Producer"
285,2448,3,"Producer"
285,2215,3,"Casting"
285,1226,7,"Production Design"
285,553,7,"Art Direction"
285,3311,3,"Casting"
285,4032,7,"Set Decoration"
285,4033,8,"Costume Design"
285,4034,8,"Costume Design"
285,5132,6,"Music Supervisor"
285,146439,7,"Conceptual Design"
285,406204,8,"Makeup Department Head"
285,1259516,9,"Stunts"
285,1336716,9,"CGI Supervisor"
285,1344278,2,"Script Supervisor"
285,1368867,9,"Special Effects Coordinator"
285,1368884,6,"Music Editor"
285,1395290,2,"Script Supervisor"
285,1399327,6,"Music Editor"
285,1400738,2,"Script Supervisor"
285,1534197,6,"Music Editor"
559,6410,3,"Casting"
559,10570,3,"Executive Producer"
559,7623,4,"Screenplay"
559,7623,2,"Director"
559,7624,4,"Author"
559,7624,3,"Executive Producer"
559,7625,4,"Author"
559,7712,5,"Editor"
559,7627,3,"Producer"
559,7626,3,"Producer"
559,11411,7,"Production Design"
559,11386,8,"Costume Design"
559,7630,4,"Screenplay"
559,10850,3,"Executive Producer"
559,9341,1,"Director of Photography"
559,7628,3,"Producer"
559,7629,4,"Screenplay"
559,19155,6,"Original Music Composer"
559,19156,3,"Casting"
559,13304,7,"Production Design"
559,19157,7,"Set Decoration"
559,19158,8,"Costume Design"
559,12770,3,"Unit Production Manager"
559,13586,7,"Art Direction"
559,14349,7,"Art Direction"
559,38939,3,"Production Manager"
559,66689,7,"Art Direction"
559,963355,7,"Art Direction"
559,1172443,1,"Still Photographer"
559,1227450,3,"Casting Assistant"
559,1339433,3,"Production Coordinator"
559,1339436,7,"Set Designer"
559,1339468,2,"Script Supervisor"
559,1357047,7,"Set Designer"
559,1360094,7,"Set Designer"
559,1377133,1,"Still Photographer"
559,1378224,7,"Set Designer"
559,1386908,7,"Set Designer"
559,1392895,7,"Set Designer"
559,1393226,3,"Production Coordinator"
559,1395435,7,"Set Designer"
559,1400065,7,"Set Designer"
559,1451676,9,"Visual Effects Editor"
559,1533708,3,"Production Supervisor"
559,1553559,3,"Production Coordinator"
559,1614178,7,"Set Designer"
559,1648111,3,"Location Manager"
559,1684384,3,"Location Manager"
559,1735078,3,"Casting Assistant"
559,1735079,3,"Casting Assistant"
559,1781374,3,"Casting Assistant"
559,1781376,3,"Casting Assistant"
559,1781378,3,"Casting Associate"
559,1781379,7,"Location Scout"
559,1781381,7,"Title Designer"
559,1781382,3,"Production Coordinator"
767,2423,1,"Director of Photography"
767,5331,7,"Set Decoration"
767,5491,7,"Production Design"
767,10966,4,"Novel"
767,10967,4,"Screenplay"
767,10968,3,"Producer"
767,10710,7,"Supervising Art Director"
767,11225,7,"Art Direction"
767,11227,8,"Costume Design"
767,11295,3,"Casting"
767,11296,7,"Art Direction"
767,11343,2,"Director"
767,11344,6,"Original Music Composer"
767,11345,5,"Editor"
767,65614,3,"Producer"
767,89320,3,"Producer"
767,41289,3,"Executive Producer"
767,89383,7,"Art Direction"
767,89384,7,"Art Direction"
767,89385,7,"Art Direction"
767,89386,7,"Art Direction"
767,1389548,2,"Script Supervisor"
767,1393448,1,"Still Photographer"
767,1408843,5,"First Assistant Editor"
767,1473175,5,"First Assistant Editor"
767,1551777,8,"Assistant Costume Designer"
767,1568519,6,"Production Sound Mixer"
1452,3276,3,"Casting"
1452,3805,3,"Producer"
1452,13192,3,"Production Manager"
1452,10953,3,"Producer"
1452,9032,2,"Director"
1452,9032,3,"Producer"
1452,9032,4,"Story"
1452,9039,5,"Editor"
1452,9039,6,"Original Music Composer"
1452,9040,1,"Director of Photography"
1452,11012,4,"Screenplay"
1452,11012,4,"Story"
1452,20007,4,"Characters"
1452,20008,4,"Characters"
1452,21697,3,"Executive Producer"
1452,54211,3,"Executive Producer"
1452,54212,3,"Executive Producer"
1452,11017,5,"Editor"
1452,60245,3,"Executive Producer"
1452,61624,3,"Casting"
1452,11013,4,"Screenplay"
1452,11013,4,"Story"
1452,1121617,3,"Co-Producer"
1452,1271644,7,"Production Design"
58,120,1,"Director of Photography"
58,1704,2,"Director"
58,770,3,"Producer"
58,1705,4,"Screenplay"
58,1705,4,"Author"
58,1706,4,"Screenplay"
58,1706,4,"Author"
58,1721,5,"Editor"
58,1722,5,"Editor"
58,947,6,"Original Music Composer"
58,2443,3,"Executive Producer"
58,2444,3,"Executive Producer"
58,2445,3,"Executive Producer"
58,2446,3,"Executive Producer"
58,2447,3,"Producer"
58,2448,3,"Producer"
58,2215,3,"Casting"
58,1226,7,"Production Design"
58,146439,7,"Conceptual Design"
58,406204,8,"Makeup Department Head"
58,1368867,10,"Special Effects Supervisor"
58,1424894,8,"Hairstylist"
58,1454884,10,"Visual Effects"
2454,1326,3,"Casting"
2454,2073,3,"Casting"
2454,4854,3,"Associate Producer"
2454,4856,3,"Associate Producer"
2454,5162,3,"Producer"
2454,5524,4,"Screenplay"
2454,5524,2,"Director"
2454,5524,3,"Producer"
2454,5525,4,"Novel"
2454,5541,3,"Producer"
2454,5542,5,"Editor"
2454,5543,3,"Co-Producer"
2454,5544,3,"Executive Producer"
2454,5545,3,"Co-Producer"
2454,5547,7,"Production Design"
2454,5548,7,"Set Decoration"
2454,5549,8,"Costume Design"
2454,5551,4,"Screenplay"
2454,5552,4,"Screenplay"
2454,5553,6,"Original Music Composer"
2454,8677,1,"Director of Photography"
2454,9420,7,"Art Direction"
2454,12579,1,"Still Photographer"
2454,33931,9,"Second Unit Cinematographer"
2454,25137,3,"Casting"
2454,25729,3,"Casting"
2454,29609,7,"Art Direction"
2454,37299,7,"Art Direction"
2454,37301,7,"Supervising Art Director"
2454,71577,7,"Art Direction"
2454,71579,7,"Art Direction"
2454,77730,7,"Art Direction"
2454,132596,7,"Art Direction"
2454,132648,8,"Set Costumer"
2454,213665,3,"Associate Producer"
2454,962164,7,"Art Direction"
2454,979175,9,"Second Unit Cinematographer"
2454,1014915,3,"Casting Associate"
2454,1037310,1,"Camera Operator"
2454,1117945,3,"Line Producer"
2454,1117946,3,"Line Producer"
2454,1117947,5,"Editor"
2454,1323281,8,"Costume Supervisor"
2454,1327838,9,"Armorer"
2454,1334420,7,"Art Direction"
2454,1337411,6,"Music Editor"
2454,1389541,11,"Gaffer"
2454,1390382,6,"Music Editor"
2454,1391730,1,"Still Photographer"
2454,1392245,1,"Still Photographer"
2454,1393282,7,"Art Department Coordinator"
2454,1394072,1,"Steadicam Operator"
2454,1394073,1,"Camera Operator"
2454,1394117,7,"Art Department Coordinator"
2454,1398935,11,"Gaffer"
2454,1401803,10,"Visual Effects Supervisor"
2454,1404739,1,"Helicopter Camera"
2454,1405219,6,"Music Editor"
2454,1405241,1,"Helicopter Camera"
2454,1408834,11,"Rigging Gaffer"
2454,1412990,1,"Camera Operator"
2454,1417999,8,"Set Costumer"
2454,1425500,1,"Camera Operator"
2454,1425503,11,"Gaffer"
2454,1430496,1,"Still Photographer"
2454,1447503,10,"Modeling"
2454,1447518,9,"Stunts"
2454,1447524,7,"Conceptual Design"
2454,1452991,10,"Animation"
2454,1455486,2,"Assistant Director"
2454,1459657,6,"Orchestrator"
2454,1460588,9,"Special Effects"
2454,1477203,3,"Associate Producer"
2454,1483583,2,"Script Supervisor"
2454,1515651,6,"Orchestrator"
2454,1554878,7,"Art Department Coordinator"
2454,1554879,9,"Armorer"
2454,1554883,8,"Costume Supervisor"
2454,1554884,8,"Set Costumer"
2454,1554885,8,"Set Costumer"
2454,1554886,6,"Orchestrator"
2454,1554887,11,"Gaffer"
2454,1554889,1,"Underwater Camera"
1865,120,1,"Director of Photography"
1865,770,3,"Producer"
1865,1705,4,"Screenplay"
1865,1706,4,"Screenplay"
1865,1706,3,"Executive Producer"
1865,947,6,"Original Music Composer"
1865,2444,3,"Executive Producer"
1865,2446,3,"Executive Producer"
1865,900,6,"Sound Re-Recording Mixer"
1865,4034,8,"Costume Design"
1865,5132,6,"Music Supervisor"
1865,6051,5,"Editor"
1865,8159,6,"Supervising Sound Editor"
1865,8165,6,"Sound Effects Editor"
1865,10122,3,"Executive Producer"
1865,14915,7,"Set Decoration"
1865,11002,7,"Production Design"
1865,17633,2,"Director"
1865,113073,6,"Sound Re-Recording Mixer"
1865,68016,6,"Orchestrator"
1865,406204,8,"Makeup Department Head"
1865,1255687,3,"Executive Producer"
1865,1351274,7,"Set Decoration"
1865,1352966,5,"Dialogue Editor"
1865,1352968,5,"Dialogue Editor"
1865,1355532,2,"Script Supervisor"
1865,1368849,5,"Editor"
1865,1368884,6,"Music Editor"
1865,1368884,6,"Music Supervisor"
1865,1378168,6,"Supervising Sound Editor"
1865,1393883,1,"Still Photographer"
1865,1399117,6,"Sound Effects Editor"
1865,1399327,6,"Music Editor"
1865,1401786,6,"Sound Effects Editor"
1865,1415617,6,"Sound Effects Editor"
1865,1463182,10,"VFX Artist"
1865,1463185,9,"Compositors"
1865,1483850,6,"Music Editor"
1865,1545540,6,"Production Sound Mixer"
1930,6410,3,"Casting"
1930,892,1,"Director of Photography"
1930,950,5,"Editor"
1930,1729,6,"Original Music Composer"
1930,6209,8,"Costume Design"
1930,7624,3,"Executive Producer"
1930,7624,4,"Characters"
1930,7625,4,"Characters"
1930,7627,3,"Producer"
1930,7626,3,"Producer"
1930,7630,4,"Screenplay"
1930,10850,3,"Executive Producer"
1930,13304,7,"Production Design"
1930,19157,7,"Set Decoration"
1930,8159,6,"Sound Designer"
1930,8159,6,"Supervising Sound Editor"
1930,10967,4,"Screenplay"
1930,15017,8,"Makeup Department Head"
1930,15024,9,"Stunt Coordinator"
1930,15026,9,"Stunt Coordinator"
1930,14349,7,"Supervising Art Director"
1930,42032,1,"Camera Operator"
1930,18867,7,"Art Direction"
1930,20204,4,"Screenplay"
1930,20204,4,"Story"
1930,42261,10,"Visual Effects Supervisor"
1930,30383,3,"Executive Producer"
1930,113046,6,"Sound Re-Recording Mixer"
1930,113073,6,"Sound Re-Recording Mixer"
1930,60223,7,"Art Direction"
1930,66519,5,"Editor"
1930,81731,7,"Assistant Art Director"
1930,87742,2,"Director"
1930,406204,8,"Makeup Department Head"
1930,928975,6,"Sound mixer"
1930,958087,7,"Assistant Art Director"
1930,963355,7,"Art Direction"
1930,977941,3,"Producer"
1930,988882,7,"Set Designer"
1930,1227173,6,"Foley"
1930,1329112,8,"Makeup Department Head"
1930,1329113,8,"Costume Supervisor"
1930,1329114,8,"Costume Supervisor"
1930,1339455,8,"Set Costumer"
1930,1340742,10,"Visual Effects Producer"
1930,1347728,9,"Scenic Artist"
1930,1347760,9,"Dialect Coach"
1930,1355526,7,"Leadman"
1930,1355530,7,"Sculptor"
1930,1355531,2,"Script Supervisor"
1930,1357058,9,"Property Master"
1930,1360094,7,"Set Designer"
1930,1360097,5,"Dialogue Editor"
1930,1360101,6,"Foley"
1930,1360103,6,"Sound Designer"
1930,1360103,6,"Supervising Sound Editor"
1930,1360107,10,"Visual Effects Supervisor"
1930,1368875,10,"Visual Effects Producer"
1930,1377132,1,"Camera Operator"
1930,1377132,1,"Steadicam Operator"
1930,1378672,7,"Construction Coordinator"
1930,1388874,10,"Visual Effects Producer"
1930,1391749,7,"Art Department Coordinator"
1930,1392143,8,"Set Costumer"
1930,1392145,6,"Music Editor"
1930,1395368,11,"Gaffer"
1930,1395446,6,"Sound Re-Recording Mixer"
1930,1399288,7,"Art Department Coordinator"
1930,1399289,7,"Assistant Art Director"
1930,1399290,7,"Set Designer"
1930,1399291,7,"Set Designer"
1930,1399292,7,"Set Designer"
1930,1399293,7,"Set Designer"
1930,1399299,9,"Visual Effects Editor"
1930,1399300,9,"Visual Effects Editor"
1930,1399301,10,"Visual Effects Supervisor"
1930,1399302,9,"Visual Effects Editor"
1930,1399303,10,"Visual Effects Supervisor"
1930,1399304,9,"Visual Effects Editor"
1930,1399305,10,"Visual Effects Supervisor"
1930,1399310,10,"Visual Effects Producer"
1930,1399313,10,"Visual Effects Producer"
1930,1399314,10,"Visual Effects Producer"
1930,1399315,10,"Visual Effects Producer"
1930,1399316,11,"Gaffer"
1930,1399317,1,"Camera Operator"
1930,1399318,1,"Camera Operator"
1930,1399319,1,"Still Photographer"
1930,1399320,8,"Set Costumer"
1930,1399321,8,"Set Costumer"
1930,1399322,8,"Set Costumer"
1930,1399323,8,"Set Costumer"
1930,1399324,8,"Set Costumer"
1930,1399325,8,"Set Costumer"
1930,1399326,6,"Music Editor"
1930,1399327,6,"Music Editor"
1930,1399328,9,"Transportation Coordinator"
1930,1447543,10,"VFX Artist"
1930,1451676,10,"Visual Effects"
1930,1453022,10,"Animation"
1930,1455598,10,"Animation"
1930,1463182,10,"VFX Artist"
1930,1463185,9,"Compositors"
1930,1638177,9,"Visual Effects Editor"
1930,1767709,10,"Visual Effects"
1930,1767710,10,"Visual Effects"
2268,8384,7,"Set Decoration"
2268,1309,3,"Executive Producer"
2268,1311,3,"Executive Producer"
2268,4248,7,"Production Design"
2268,2949,6,"Original Music Composer"
2268,3288,4,"Screenplay"
2268,3288,2,"Director"
2268,3289,3,"Executive Producer"
2268,13663,3,"Executive Producer"
2268,6346,5,"Editor"
2268,8285,7,"Art Direction"
2268,9820,7,"Art Direction"
2268,11295,3,"Casting"
2268,19310,8,"Costume Design"
2268,10830,3,"Executive Producer"
2268,23419,4,"Novel"
2268,23420,3,"Producer"
2268,23421,3,"Producer"
2268,23422,1,"Director of Photography"
2268,23424,3,"Casting"
2268,23425,7,"Art Direction"
2268,23426,8,"Makeup Artist"
2268,23427,8,"Makeup Artist"
2268,23768,3,"Executive Producer"
2268,45584,3,"Executive Producer"
2268,44006,9,"Stunt Coordinator"
2268,1421657,1,"Still Photographer"
2268,1453019,10,"Animation"
2268,1453021,10,"Animation"
2268,1453943,11,"Lighting Technician"
2268,1455461,11,"Lighting Artist"
2268,1462919,2,"Script Supervisor"
254,1213,6,"Original Music Composer"
254,108,2,"Director"
254,108,4,"Author"
254,108,3,"Producer"
254,126,4,"Author"
254,126,3,"Producer"
254,128,4,"Author"
254,1313,1,"Director of Photography"
254,1314,7,"Production Design"
254,1316,7,"Art Direction"
254,1324,3,"Casting"
254,1325,3,"Casting"
254,1326,3,"Casting"
254,1373,9,"Supervising Art Director"
254,1390,5,"Editor"
254,3499,6,"Original Music Composer"
254,3500,6,"Original Music Composer"
254,3501,3,"Casting"
254,3502,8,"Costume Design"
254,3503,6,"Sound Designer"
254,3504,6,"Sound Designer"
254,3505,3,"Producer"
254,3506,3,"Producer"
254,33303,7,"Art Direction"
254,52164,8,"Hair Designer"
254,52164,8,"Makeup Designer"
254,132613,9,"Armorer"
254,1330570,8,"Costume Supervisor"
254,1401803,10,"3D Supervisor"
254,1424641,2,"Script Supervisor"
254,1447518,9,"Stunts"
254,1447543,10,"Visual Effects"
254,1452932,10,"Animation"
254,1470982,2,"Script Supervisor"
254,1546431,7,"Art Department Manager"
254,1557503,7,"Art Department Coordinator"
254,1557507,8,"Assistant Costume Designer"
254,1557509,9,"Choreographer"
597,1262,3,"Casting"
597,1729,6,"Original Music Composer"
597,2710,4,"Screenplay"
597,2710,2,"Director"
597,2710,5,"Editor"
597,2710,3,"Producer"
597,8524,7,"Production Design"
597,3985,5,"Editor"
597,3987,5,"Editor"
597,8523,1,"Director of Photography"
597,8525,7,"Art Direction"
597,8526,7,"Set Decoration"
597,8527,8,"Costume Design"
597,8528,3,"Unit Production Manager"
597,8528,3,"Co-Producer"
597,8529,3,"Producer"
597,8529,3,"Unit Production Manager"
597,8530,3,"Unit Production Manager"
597,8531,3,"Unit Production Manager"
597,8532,9,"Post Production Supervisor"
597,8533,3,"Production Supervisor"
597,21567,3,"Executive Producer"
597,22059,3,"Casting"
597,22059,3,"Casting Associate"
597,50726,9,"Makeup Effects"
597,79253,8,"Assistant Costume Designer"
597,96884,3,"Co-Producer"
597,117206,8,"Key Hair Stylist"
597,142325,9,"Stunt Coordinator"
597,567283,5,"Dialogue Editor"
597,964601,8,"Key Set Costumer"
597,1291347,3,"Casting Associate"
597,1322392,8,"Costume Supervisor"
597,1322393,8,"Costume Supervisor"
597,1329477,8,"Key Set Costumer"
597,1376902,5,"Dialogue Editor"
597,1377133,1,"Still Photographer"
597,1389534,5,"Dialogue Editor"
597,1392145,6,"Music Editor"
597,1395269,10,"Visual Effects"
597,1412756,9,"Visual Effects Editor"
597,1414090,8,"Key Makeup Artist"
597,1416446,8,"Key Hair Stylist"
597,1427838,1,"Steadicam Operator"
597,1438399,5,"Dialogue Editor"
597,1456696,9,"Compositors"
597,1512019,3,"Associate Producer"
597,1535308,11,"Rigging Gaffer"
597,1535309,6,"Music Supervisor"
597,1535949,8,"Assistant Costume Designer"
597,1680739,9,"Stunts"
597,1711440,8,"Key Makeup Artist"
597,1727828,7,"Construction Coordinator"
597,1732639,7,"Art Department Coordinator"
597,1732641,7,"Art Department Coordinator"
597,1732642,7,"Construction Coordinator"
597,1732643,7,"Construction Coordinator"
597,1732743,3,"Casting Associate"
597,1732744,3,"Casting Associate"
597,1732745,3,"Casting Associate"
597,1732746,3,"Casting Associate"
597,1732750,8,"Key Set Costumer"
597,1732751,8,"Seamstress"
597,1732753,8,"Key Set Costumer"
597,1732756,8,"Key Hair Stylist"
558,531,6,"Original Music Composer"
558,1221,3,"Casting"
558,1305,6,"Music Editor"
558,7237,7,"Set Decoration"
558,10570,3,"Executive Producer"
558,7623,2,"Director"
558,7624,3,"Executive Producer"
558,7624,4,"Story"
558,7625,4,"Comic Book"
558,7712,5,"Editor"
558,7627,3,"Producer"
558,7626,3,"Producer"
558,11411,7,"Production Design"
558,11386,8,"Costume Design"
558,7630,4,"Screenplay"
558,20643,3,"Producer"
558,10850,3,"Executive Producer"
558,9341,1,"Director of Photography"
558,7628,3,"Co-Producer"
558,8684,9,"Stunt Coordinator"
558,8684,9,"Second Unit Cinematographer"
558,9437,9,"Stunts"
558,9437,9,"Utility Stunts"
558,9649,7,"Art Direction"
558,8762,6,"Sound Editor"
558,9639,7,"Art Direction"
558,14046,9,"Special Effects Coordinator"
558,13223,5,"Color Timer"
558,70778,3,"Executive Producer"
558,18923,4,"Screenstory"
558,18924,4,"Screenstory"
558,35630,11,"Electrician"
558,39038,7,"Art Direction"
558,38335,9,"Additional Music"
558,38939,3,"Unit Production Manager"
558,63293,7,"Art Direction"
558,64606,3,"Casting Associate"
558,67758,4,"Screenstory"
558,75485,8,"Hairstylist"
558,91042,1,"Helicopter Camera"
558,91246,9,"Driver"
558,143894,2,"Assistant Director"
558,224388,7,"Art Direction"
558,403314,9,"Special Effects"
558,543194,8,"Costume Design"
558,891426,5,"First Assistant Editor"
558,959055,5,"Assistant Editor"
558,1073838,8,"Makeup Artist"
558,1319166,8,"Makeup Department Head"
558,1327524,7,"Assistant Art Director"
558,1339465,9,"Transportation Coordinator"
558,1339468,2,"Script Supervisor"
558,1340095,6,"Sound Effects Editor"
558,1347725,9,"Scenic Artist"
558,1368825,6,"Sound Mixer"
558,1376887,7,"Set Designer"
558,1377215,9,"Property Master"
558,1389129,7,"Art Department Assistant"
558,1391389,1,"Still Photographer"
558,1392088,10,"Visual Effects Supervisor"
558,1392104,10,"Visual Effects Producer"
558,1392973,1,"Steadicam Operator"
558,1394950,6,"Sound Designer"
558,1394950,6,"Supervising Sound Editor"
558,1395437,7,"Sculptor"
558,1400365,7,"Leadman"
558,1404288,1,"Camera Operator"
558,1407233,8,"Assistant Costume Designer"
558,1412211,9,"Picture Car Coordinator"
558,1413169,6,"Scoring Mixer"
558,1415635,11,"Rigging Gaffer"
558,1425914,9,"Visual Effects Editor"
558,1428582,8,"Hair Department Head"
558,1437161,10,"Visual Effects"
558,1447333,9,"Set Medic"
558,1452614,8,"Key Hair Stylist"
558,1453174,7,"Construction Coordinator"
558,1457950,6,"First Assistant Sound Editor"
558,1460488,7,"Art Department Manager"
558,1461175,1,"Camera Technician"
558,1523539,9,"Sequence Leads"
558,1528022,9,"Carpenter"
558,1533708,3,"Production Supervisor"
558,1536878,1,"First Assistant Camera"
558,1536946,8,"Hairstylist"
558,1537103,7,"Art Department Coordinator"
558,1537850,10,"Special Effects Supervisor"
558,1538032,11,"Lighting Technician"
558,1538448,9,"Transportation Co-Captain"
558,1543228,11,"Gaffer"
558,1546875,6,"Foley"
558,1546881,11,"Rigging Grip"
558,1548694,9,"Sound Recordist"
558,1551815,6,"Orchestrator"
558,1553642,9,"Quality Control Supervisor"
558,1555027,11,"Best Boy Electric"
558,1558211,9,"Production Office Assistant"
558,1563428,6,"Production Sound Mixer"
558,1573089,9,"Chef"
558,1582427,4,"Storyboard"
558,1584963,7,"Painter"
558,1593981,9,"Craft Service"
558,1606370,1,"Grip"
558,1608791,9,"Set Production Assistant"
558,1619094,3,"Publicist"
558,1619972,7,"Production Illustrator"
558,1619977,9,"CG Supervisor"
558,1640909,10,"Digital Compositors"
558,1662743,10,"Visual Effects Coordinator"
558,1684385,3,"Production Coordinator"
558,1684969,7,"Construction Foreman"
558,1684970,7,"Location Scout"
558,1684977,7,"Standby Painter"
558,1684982,8,"Seamstress"
558,1684983,8,"Set Costumer"
558,1684985,8,"Set Dressing Artist"
558,1684987,9,"Loader"
558,1684988,9,"Production Controller"
558,1684989,9,"Production Intern"
558,1684992,9,"Propmaker"
558,1684997,9,"Software Engineer"
558,1685001,9,"Stand In"
558,1685003,9,"Systems Administrators & Support"
558,1685014,3,"Location Manager"
558,1685015,3,"Production Accountant"
558,1685017,6,"Boom Operator"
558,1685021,9,"Studio Teachers"
558,1685022,9,"Digital Producer"
8373,2215,3,"Casting"
8373,488,3,"Executive Producer"
8373,10816,5,"Editor"
8373,865,2,"Director"
8373,865,3,"Executive Producer"
8373,3183,3,"Producer"
8373,5545,3,"Associate Producer"
8373,9987,3,"Producer"
8373,10952,3,"Producer"
8373,15244,4,"Screenplay"
8373,8527,8,"Costume Design"
8373,9817,7,"Production Design"
8373,9819,7,"Supervising Art Director"
8373,10118,3,"Co-Producer"
8373,10123,5,"Editor"
8373,10125,7,"Set Decoration"
8373,13245,5,"Editor"
8373,42034,6,"Sound Re-Recording Mixer"
8373,18264,6,"Original Music Composer"
8373,10994,3,"Producer"
8373,24308,3,"Executive Producer"
8373,24309,3,"Executive Producer"
8373,24311,5,"Editor"
8373,21122,6,"Music Editor"
8373,113054,6,"Sound Effects Editor"
8373,60945,3,"Co-Producer"
8373,62722,3,"Associate Producer"
8373,63310,1,"Director of Photography"
8373,68016,6,"Orchestrator"
8373,1186279,1,"Camera Operator"
8373,1186279,1,"Steadicam Operator"
8373,1191452,9,"Stunts"
8373,1319844,8,"Costume Supervisor"
8373,1323090,8,"Makeup Department Head"
8373,1345594,6,"Sound Effects Editor"
8373,1378695,6,"Supervising Sound Editor"
8373,1378696,6,"Supervising Sound Editor"
8373,1389129,7,"Art Department Coordinator"
8373,1400738,2,"Script Supervisor"
8373,1400741,8,"Hair Department Head"
8373,1401563,5,"Dialogue Editor"
8373,1403490,6,"Music Editor"
8373,1413091,5,"Dialogue Editor"
8373,1425978,6,"Sound Re-Recording Mixer"
8373,1433721,6,"Sound Effects Editor"
8373,1445842,1,"Still Photographer"
8373,1447543,9,"Digital Effects Supervisor"
8373,1451992,6,"Sound Effects Editor"
8373,1459736,10,"Animation"
8373,1459743,10,"Animation"
8373,1460608,10,"Animation"
8373,1463568,9,"Digital Effects Supervisor"
8373,1477203,3,"Associate Producer"
8373,1511737,6,"Sound Mixer"
8373,1552521,9,"Stunts"
534,531,6,"Original Music Composer"
534,1305,6,"Music Editor"
534,3986,3,"Executive Producer"
534,3987,5,"Editor"
534,7214,4,"Writer"
534,7215,4,"Writer"
534,7228,3,"Executive Producer"
534,5392,8,"Costume Design"
534,6055,7,"Set Decoration"
534,6959,3,"Casting"
534,6923,7,"Art Direction"
534,36425,2,"Director"
534,8525,7,"Production Design"
534,9776,3,"Co-Producer"
534,16177,6,"Sound Re-Recording Mixer"
534,16994,6,"Sound Effects Editor"
534,20295,3,"Producer"
534,20908,3,"Producer"
534,56967,3,"Executive Producer"
534,66692,8,"Hair Department Head"
534,57126,1,"Director of Photography"
534,63289,3,"Associate Producer"
534,112690,3,"Executive Producer"
534,68435,3,"Executive Producer"
534,81835,3,"Associate Producer"
534,87169,4,"Storyboard"
534,81142,3,"Producer"
534,113981,3,"Associate Producer"
534,227360,8,"Makeup Department Head"
534,961165,3,"Casting"
534,964905,3,"Producer"
534,1024904,3,"Executive Producer"
534,1321589,8,"Costume Supervisor"
534,1339468,2,"Script Supervisor"
534,1347763,1,"Camera Operator"
534,1355529,7,"Art Department Coordinator"
534,1357059,5,"Dialogue Editor"
534,1360099,6,"Sound Effects Editor"
534,1367494,6,"Sound Designer"
534,1377220,6,"Sound Re-Recording Mixer"
534,1377228,1,"Steadicam Operator"
534,1395275,1,"Still Photographer"
534,1401824,3,"Production Supervisor"
534,1408301,6,"Sound Designer"
534,1424167,6,"Supervising Sound Editor"
534,1447543,9,"Digital Effects Supervisor"
534,1472587,3,"Production Manager"
534,1472587,3,"Associate Producer"
534,1547309,6,"Production Sound Mixer"
534,1550851,9,"Stunt Coordinator"
534,1551483,3,"Associate Producer"
534,1551484,9,"Transportation Captain"
534,1551485,9,"Transportation Coordinator"
534,1551486,1,"First Assistant Camera"
534,1551487,5,"First Assistant Editor"
9543,8386,3,"Unit Production Manager"
9543,770,3,"Producer"
9543,2444,3,"Executive Producer"
9543,2445,3,"Executive Producer"
9543,2446,3,"Executive Producer"
9543,294,5,"Editor"
9543,493,5,"Editor"
9543,1300,3,"Executive Producer"
9543,1302,3,"Casting"
9543,2702,1,"Director of Photography"
9543,3503,6,"Sound Effects Editor"
9543,4034,8,"Costume Design"
9543,5553,6,"Original Music Composer"
9543,7203,7,"Production Design"
9543,9154,5,"Editor"
9543,10723,2,"Director"
9543,12787,7,"Set Decoration"
9543,52358,4,"Screenplay"
9543,57465,3,"Executive Producer"
9543,62439,9,"Choreographer"
9543,59621,3,"Executive Producer"
9543,59621,4,"Screenstory"
9543,81203,4,"Screenplay"
9543,121479,4,"Screenplay"
9543,579405,6,"Sound Re-Recording Mixer"
9543,1074163,9,"Stunt Coordinator"
9543,1299405,5,"Dialogue Editor"
9543,1337411,6,"Music Editor"
9543,1339460,6,"Music Editor"
9543,1378168,6,"Supervising Sound Editor"
9543,1378171,6,"Sound Re-Recording Mixer"
9543,1386920,1,"Still Photographer"
9543,1390382,6,"Music Editor"
9543,1394129,6,"Sound Designer"
9543,1394129,6,"Supervising Sound Editor"
9543,1399117,6,"Sound Effects Editor"
9543,1401786,6,"Sound Effects Editor"
9543,1405219,6,"Music Editor"
9543,1408311,5,"Dialogue Editor"
9543,1408799,6,"Sound Effects Editor"
9543,1410205,2,"Script Supervisor"
9543,1414177,6,"Sound Effects Editor"
9543,1415617,6,"Sound Effects Editor"
9543,1525888,8,"Hair Designer"
9543,1531504,6,"Music Editor"
9543,1553743,6,"Sound mixer"
217,1,3,"Executive Producer"
217,1,4,"Story"
217,1,4,"Characters"
217,491,6,"Original Music Composer"
217,488,2,"Director"
217,489,3,"Executive Producer"
217,492,1,"Director of Photography"
217,493,5,"Editor"
217,508,4,"Screenplay"
217,648,4,"Characters"
217,664,3,"Producer"
217,2689,4,"Story"
217,15017,8,"Makeup Artist"
217,60536,9,"Stunts"
5174,909,5,"Editor"
5174,1098,5,"Editor"
5174,2689,4,"Screenplay"
5174,4504,3,"Producer"
5174,4953,7,"Production Design"
5174,9217,6,"Original Music Composer"
5174,11802,8,"Costume Design"
5174,15005,5,"Editor"
